font,fontVariant,m_label,strength,italic,orientation,m_top,m_left,originalH,originalW,h,w,r0c0,r0c1,r0c2,r0c3,r0c4,r0c5,r0c6,r0c7,r0c8,r0c9,r0c10,r0c11,r0c12,r0c13,r0c14,r0c15,r0c16,r0c17,r0c18,r0c19,r1c0,r1c1,r1c2,r1c3,r1c4,r1c5,r1c6,r1c7,r1c8,r1c9,r1c10,r1c11,r1c12,r1c13,r1c14,r1c15,r1c16,r1c17,r1c18,r1c19,r2c0,r2c1,r2c2,r2c3,r2c4,r2c5,r2c6,r2c7,r2c8,r2c9,r2c10,r2c11,r2c12,r2c13,r2c14,r2c15,r2c16,r2c17,r2c18,r2c19,r3c0,r3c1,r3c2,r3c3,r3c4,r3c5,r3c6,r3c7,r3c8,r3c9,r3c10,r3c11,r3c12,r3c13,r3c14,r3c15,r3c16,r3c17,r3c18,r3c19,r4c0,r4c1,r4c2,r4c3,r4c4,r4c5,r4c6,r4c7,r4c8,r4c9,r4c10,r4c11,r4c12,r4c13,r4c14,r4c15,r4c16,r4c17,r4c18,r4c19,r5c0,r5c1,r5c2,r5c3,r5c4,r5c5,r5c6,r5c7,r5c8,r5c9,r5c10,r5c11,r5c12,r5c13,r5c14,r5c15,r5c16,r5c17,r5c18,r5c19,r6c0,r6c1,r6c2,r6c3,r6c4,r6c5,r6c6,r6c7,r6c8,r6c9,r6c10,r6c11,r6c12,r6c13,r6c14,r6c15,r6c16,r6c17,r6c18,r6c19,r7c0,r7c1,r7c2,r7c3,r7c4,r7c5,r7c6,r7c7,r7c8,r7c9,r7c10,r7c11,r7c12,r7c13,r7c14,r7c15,r7c16,r7c17,r7c18,r7c19,r8c0,r8c1,r8c2,r8c3,r8c4,r8c5,r8c6,r8c7,r8c8,r8c9,r8c10,r8c11,r8c12,r8c13,r8c14,r8c15,r8c16,r8c17,r8c18,r8c19,r9c0,r9c1,r9c2,r9c3,r9c4,r9c5,r9c6,r9c7,r9c8,r9c9,r9c10,r9c11,r9c12,r9c13,r9c14,r9c15,r9c16,r9c17,r9c18,r9c19,r10c0,r10c1,r10c2,r10c3,r10c4,r10c5,r10c6,r10c7,r10c8,r10c9,r10c10,r10c11,r10c12,r10c13,r10c14,r10c15,r10c16,r10c17,r10c18,r10c19,r11c0,r11c1,r11c2,r11c3,r11c4,r11c5,r11c6,r11c7,r11c8,r11c9,r11c10,r11c11,r11c12,r11c13,r11c14,r11c15,r11c16,r11c17,r11c18,r11c19,r12c0,r12c1,r12c2,r12c3,r12c4,r12c5,r12c6,r12c7,r12c8,r12c9,r12c10,r12c11,r12c12,r12c13,r12c14,r12c15,r12c16,r12c17,r12c18,r12c19,r13c0,r13c1,r13c2,r13c3,r13c4,r13c5,r13c6,r13c7,r13c8,r13c9,r13c10,r13c11,r13c12,r13c13,r13c14,r13c15,r13c16,r13c17,r13c18,r13c19,r14c0,r14c1,r14c2,r14c3,r14c4,r14c5,r14c6,r14c7,r14c8,r14c9,r14c10,r14c11,r14c12,r14c13,r14c14,r14c15,r14c16,r14c17,r14c18,r14c19,r15c0,r15c1,r15c2,r15c3,r15c4,r15c5,r15c6,r15c7,r15c8,r15c9,r15c10,r15c11,r15c12,r15c13,r15c14,r15c15,r15c16,r15c17,r15c18,r15c19,r16c0,r16c1,r16c2,r16c3,r16c4,r16c5,r16c6,r16c7,r16c8,r16c9,r16c10,r16c11,r16c12,r16c13,r16c14,r16c15,r16c16,r16c17,r16c18,r16c19,r17c0,r17c1,r17c2,r17c3,r17c4,r17c5,r17c6,r17c7,r17c8,r17c9,r17c10,r17c11,r17c12,r17c13,r17c14,r17c15,r17c16,r17c17,r17c18,r17c19,r18c0,r18c1,r18c2,r18c3,r18c4,r18c5,r18c6,r18c7,r18c8,r18c9,r18c10,r18c11,r18c12,r18c13,r18c14,r18c15,r18c16,r18c17,r18c18,r18c19,r19c0,r19c1,r19c2,r19c3,r19c4,r19c5,r19c6,r19c7,r19c8,r19c9,r19c10,r19c11,r19c12,r19c13,r19c14,r19c15,r19c16,r19c17,r19c18,r19c19
MAGNETO,MAGNETO,64258,0.400000,0,0.000000,35,15,60,62,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,77,255,255,255,173,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,160,255,255,255,91,1,1,1,1,1,116,171,171,171,33,1,1,1,1,14,228,255,255,255,36,1,1,1,1,14,228,255,255,231,6,1,1,1,1,42,255,255,255,206,3,1,1,1,1,69,255,255,255,127,1,1,1,1,1,124,255,255,255,127,1,1,1,1,1,151,255,255,255,17,1,1,1,1,1,206,255,255,255,44,1,1,1,1,11,223,255,255,162,1,1,1,1,1,33,255,255,255,234,11,1,1,1,1,61,255,255,255,53,1,1,1,1,1,116,255,255,255,162,1,1,1,181,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,80,1,1,1,99,255,255,255,255,255,255,176,171,171,171,179,255,255,255,255,25,1,1,1,1,135,255,255,255,255,255,72,1,1,1,80,255,255,255,198,1,1,1,1,1,162,255,255,228,255,255,181,1,1,1,135,255,255,255,116,1,1,1,1,11,234,255,228,91,255,255,181,1,1,6,212,255,255,255,33,1,1,1,1,72,255,255,160,50,255,255,181,1,1,44,255,255,255,223,86,86,86,86,1,154,255,245,33,105,255,255,127,1,1,44,255,255,255,255,255,255,255,118,6,231,255,195,14,201,255,234,11,1,1,1,64,86,86,86,86,86,33,1,64,255,255,86,124,255,255,107,1,1,1,1,1,1,1,1,1,1,1,1,146,255,231,116,255,255,116,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,228,255,242,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,173,255,220,132,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAGNETO,MAGNETO,64257,0.400000,0,0.000000,37,15,58,61,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46,212,255,230,58,1,1,1,1,1,1,30,71,71,71,36,1,1,1,17,234,255,255,255,253,28,1,1,1,1,1,187,255,255,255,52,1,1,1,59,255,255,255,255,255,88,1,1,1,1,19,249,255,255,204,5,1,1,1,47,250,255,255,255,255,71,1,1,1,1,93,255,255,255,91,1,1,1,1,1,162,252,255,255,186,3,1,1,1,1,174,255,255,239,26,1,1,1,1,1,1,93,132,106,2,1,1,1,1,14,242,255,255,147,1,1,1,1,1,1,1,1,1,1,1,1,1,73,106,145,255,255,255,138,106,106,106,106,106,106,106,106,106,75,1,1,1,173,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,120,1,1,1,32,230,255,255,255,255,255,114,80,80,80,80,235,255,255,255,68,1,1,1,1,97,255,255,255,255,255,160,1,1,1,55,255,255,255,233,9,1,1,1,1,177,255,255,204,255,255,218,1,1,1,107,255,255,255,161,1,1,1,1,8,250,255,236,36,255,255,218,1,1,1,187,255,255,255,81,1,1,1,1,84,255,255,142,26,255,255,218,1,1,28,241,255,255,255,149,141,141,124,1,165,255,247,33,98,255,255,131,1,1,7,212,255,255,255,255,255,242,114,4,242,255,198,11,209,255,239,26,1,1,1,24,44,44,44,44,44,31,1,71,255,254,83,132,255,252,113,1,1,1,1,1,1,1,1,1,1,1,1,157,255,238,120,255,254,124,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,232,255,242,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,169,255,222,133,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAGNETO,MAGNETO,61442,0.400000,0,0.000000,35,15,60,62,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,77,255,255,255,173,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,160,255,255,255,91,1,1,1,1,1,116,171,171,171,33,1,1,1,1,14,228,255,255,255,36,1,1,1,1,14,228,255,255,231,6,1,1,1,1,42,255,255,255,206,3,1,1,1,1,69,255,255,255,127,1,1,1,1,1,124,255,255,255,127,1,1,1,1,1,151,255,255,255,17,1,1,1,1,1,206,255,255,255,44,1,1,1,1,11,223,255,255,162,1,1,1,1,1,33,255,255,255,234,11,1,1,1,1,61,255,255,255,53,1,1,1,1,1,116,255,255,255,162,1,1,1,181,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,80,1,1,1,99,255,255,255,255,255,255,176,171,171,171,179,255,255,255,255,25,1,1,1,1,135,255,255,255,255,255,72,1,1,1,80,255,255,255,198,1,1,1,1,1,162,255,255,228,255,255,181,1,1,1,135,255,255,255,116,1,1,1,1,11,234,255,228,91,255,255,181,1,1,6,212,255,255,255,33,1,1,1,1,72,255,255,160,50,255,255,181,1,1,44,255,255,255,223,86,86,86,86,1,154,255,245,33,105,255,255,127,1,1,44,255,255,255,255,255,255,255,118,6,231,255,195,14,201,255,234,11,1,1,1,64,86,86,86,86,86,33,1,64,255,255,86,124,255,255,107,1,1,1,1,1,1,1,1,1,1,1,1,146,255,231,116,255,255,116,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,228,255,242,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,173,255,220,132,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAGNETO,MAGNETO,61441,0.400000,0,0.000000,37,15,58,61,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46,212,255,230,58,1,1,1,1,1,1,30,71,71,71,36,1,1,1,17,234,255,255,255,253,28,1,1,1,1,1,187,255,255,255,52,1,1,1,59,255,255,255,255,255,88,1,1,1,1,19,249,255,255,204,5,1,1,1,47,250,255,255,255,255,71,1,1,1,1,93,255,255,255,91,1,1,1,1,1,162,252,255,255,186,3,1,1,1,1,174,255,255,239,26,1,1,1,1,1,1,93,132,106,2,1,1,1,1,14,242,255,255,147,1,1,1,1,1,1,1,1,1,1,1,1,1,73,106,145,255,255,255,138,106,106,106,106,106,106,106,106,106,75,1,1,1,173,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,120,1,1,1,32,230,255,255,255,255,255,114,80,80,80,80,235,255,255,255,68,1,1,1,1,97,255,255,255,255,255,160,1,1,1,55,255,255,255,233,9,1,1,1,1,177,255,255,204,255,255,218,1,1,1,107,255,255,255,161,1,1,1,1,8,250,255,236,36,255,255,218,1,1,1,187,255,255,255,81,1,1,1,1,84,255,255,142,26,255,255,218,1,1,28,241,255,255,255,149,141,141,124,1,165,255,247,33,98,255,255,131,1,1,7,212,255,255,255,255,255,242,114,4,242,255,198,11,209,255,239,26,1,1,1,24,44,44,44,44,44,31,1,71,255,254,83,132,255,252,113,1,1,1,1,1,1,1,1,1,1,1,1,157,255,238,120,255,254,124,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,232,255,242,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,169,255,222,133,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAGNETO,MAGNETO,9674,0.400000,0,0.000000,46,21,33,25,20,20,1,1,1,1,1,1,1,1,132,255,255,132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,255,255,255,255,38,1,1,1,1,1,1,1,1,1,1,1,1,1,89,234,255,197,197,255,234,89,1,1,1,1,1,1,1,1,1,1,1,38,191,255,237,98,98,237,255,191,38,1,1,1,1,1,1,1,1,1,39,218,255,255,50,1,1,50,255,255,218,70,1,1,1,1,1,1,1,1,163,255,255,144,1,1,1,1,144,255,255,255,1,1,1,1,1,1,52,209,255,255,205,35,1,1,1,1,35,205,255,255,209,52,1,1,1,13,166,255,255,181,28,1,1,1,1,1,1,28,181,255,255,166,13,1,27,181,255,255,229,75,1,1,1,1,1,1,1,1,75,229,255,255,181,27,113,255,255,255,143,1,1,1,1,1,1,1,1,1,1,143,255,255,255,113,113,255,255,255,143,1,1,1,1,1,1,1,1,1,1,143,255,255,255,113,27,181,255,255,229,75,1,1,1,1,1,1,1,1,75,229,255,255,181,27,1,13,166,255,255,181,28,1,1,1,1,1,1,28,181,255,255,166,13,1,1,1,52,209,255,255,205,35,1,1,1,1,35,205,255,255,209,52,1,1,1,1,1,1,163,255,255,144,1,1,1,1,144,255,255,255,1,1,1,1,1,1,1,1,39,218,255,255,50,1,1,50,255,255,218,70,1,1,1,1,1,1,1,1,1,38,191,255,237,98,98,237,255,191,38,1,1,1,1,1,1,1,1,1,1,1,89,234,255,197,197,255,234,89,1,1,1,1,1,1,1,1,1,1,1,1,1,38,255,255,255,255,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,132,255,255,132,1,1,1,1,1,1,1,1
MAGNETO,MAGNETO,8805,0.400000,0,0.000000,46,23,30,17,20,20,255,116,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,201,171,121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,171,241,255,255,255,236,86,86,21,1,1,1,1,1,1,1,1,1,1,1,1,71,196,255,255,255,255,255,191,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51,181,255,255,255,255,255,216,81,1,1,1,1,1,1,1,1,1,1,1,1,11,86,86,216,255,255,255,251,171,171,51,1,1,1,1,1,1,1,1,1,1,1,1,1,101,171,191,255,255,255,255,166,86,71,1,1,1,1,1,1,1,1,1,1,1,1,21,96,255,255,255,255,255,241,171,1,1,1,1,1,1,1,1,1,1,1,1,6,86,86,206,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,41,176,255,255,255,255,255,226,86,1,1,1,1,1,1,1,1,66,186,255,255,255,255,255,196,81,1,1,1,1,1,1,1,1,21,171,171,236,255,255,255,246,86,86,26,1,1,1,1,1,1,56,86,136,255,255,255,255,206,171,131,1,1,1,1,1,1,1,1,1,141,226,255,255,255,255,255,126,36,1,1,1,1,1,1,1,1,1,1,255,255,255,255,231,151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,146,86,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,171,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
MAGNETO,MAGNETO,8804,0.400000,0,0.000000,46,22,30,17,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,116,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,121,171,201,255,255,1,1,1,1,1,1,1,1,1,1,1,21,86,86,236,255,255,255,241,171,1,1,1,1,1,1,1,1,1,1,71,191,255,255,255,255,255,196,71,1,1,1,1,1,1,1,1,81,216,255,255,255,255,255,181,51,1,1,1,1,1,1,1,1,51,171,171,251,255,255,255,216,86,86,11,1,1,1,1,1,1,71,86,166,255,255,255,255,191,171,101,1,1,1,1,1,1,1,1,1,171,241,255,255,255,255,255,96,21,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,206,86,86,6,1,1,1,1,1,1,1,1,1,1,1,1,86,226,255,255,255,255,255,176,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,81,196,255,255,255,255,255,186,66,1,1,1,1,1,1,1,1,1,1,1,1,26,86,86,246,255,255,255,236,171,171,21,1,1,1,1,1,1,1,1,1,1,1,1,1,131,171,206,255,255,255,255,136,86,56,1,1,1,1,1,1,1,1,1,1,1,1,36,126,255,255,255,255,255,226,141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,151,231,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,61,86,146,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
MAGNETO,MAGNETO,8800,0.400000,0,0.000000,42,23,37,23,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,244,255,167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,194,255,205,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53,224,255,200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,178,255,239,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,188,255,203,1,1,1,1,1,1,152,152,152,152,152,152,152,152,152,152,211,255,255,157,152,152,152,152,152,152,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,145,145,145,145,145,145,145,145,145,193,255,255,164,145,145,145,145,145,145,145,1,1,1,1,1,1,1,1,28,162,255,193,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,78,255,255,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,112,255,228,63,1,1,1,1,1,1,1,1,28,28,28,28,28,28,28,68,255,255,127,28,28,28,28,28,28,28,28,28,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,14,14,14,14,14,14,115,255,255,151,14,14,14,14,14,14,14,14,14,14,1,1,1,1,1,1,233,255,188,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,239,245,135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,200,255,211,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,205,255,194,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,167,255,244,1,1,1,1,1,1,1,1,1,1,1,1,1
MAGNETO,MAGNETO,8776,0.400000,0,0.000000,48,26,22,23,20,20,54,255,255,255,255,74,24,20,1,1,1,1,1,1,1,1,122,255,255,255,255,255,255,255,255,255,255,219,47,47,21,1,1,1,1,1,122,255,255,255,255,255,255,255,255,255,255,255,255,255,151,70,70,4,1,1,122,255,255,255,255,255,255,207,223,255,255,255,255,255,255,255,255,100,93,61,122,255,255,255,255,255,255,122,91,140,145,255,255,255,255,255,255,255,255,207,183,255,255,255,255,255,255,122,1,1,6,116,116,177,255,255,255,255,255,255,255,255,255,255,255,255,255,122,1,1,1,1,1,41,93,93,227,255,255,255,255,255,255,255,255,255,255,122,1,1,1,1,1,1,1,1,58,70,110,255,255,255,255,94,47,47,47,23,1,1,1,1,1,1,1,1,1,1,11,47,47,47,47,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,47,47,47,47,11,1,1,1,1,1,1,1,1,1,1,23,47,47,47,94,255,255,255,255,110,70,58,1,1,1,1,1,1,1,1,122,255,255,255,255,255,255,255,255,255,255,227,93,93,41,1,1,1,1,1,122,255,255,255,255,255,255,255,255,255,255,255,255,255,177,116,116,6,1,1,122,255,255,255,255,255,255,183,207,255,255,255,255,255,255,255,255,145,140,91,122,255,255,255,255,255,255,122,61,93,100,255,255,255,255,255,255,255,255,223,207,255,255,255,255,255,255,122,1,1,4,70,70,151,255,255,255,255,255,255,255,255,255,255,255,255,255,122,1,1,1,1,1,21,47,47,219,255,255,255,255,255,255,255,255,255,255,122,1,1,1,1,1,1,1,1,20,24,74,255,255,255,255,54
MAGNETO,MAGNETO,8747,0.400000,0,0.000000,30,19,64,16,20,20,0,0,0,0,0,0,0,88,196,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,128,255,255,255,255,160,64,64,64,64,64,64,64,0,0,0,0,0,0,0,128,255,255,255,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,255,255,255,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,255,255,255,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,255,255,255,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,255,255,255,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,255,255,255,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,255,255,255,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,255,255,255,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,255,255,255,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,255,255,255,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,255,255,255,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,255,255,255,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,255,255,255,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,255,255,255,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,255,255,255,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,255,255,255,255,128,0,0,0,0,0,0,0,64,64,64,64,64,64,64,160,255,255,255,255,128,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,176,116,48,0,0,0,0,0,0,0
