DATASET NAME,ALGORITHM NAME,CORRELATION METHOD,SUBSET OF FEATURES,CURRENT FEATURE SUBSET,CURRENT FEATURE SUBSET CORRELATIONS,CURRENT PERFORMANCE,CURRENT RUNTIME,BASELINE PERFORMANCE,BASELINE RUNTIME
BreastCancer,LightGBM,Pearson,5,"['concave points_worst', 'concave points_mean', 'perimeter_worst', 'radius_worst', 'perimeter_mean', 'diagnosis']","[('concave points_worst', 0.7888853914627907), ('concave points_mean', 0.778114698615851), ('perimeter_worst', 0.7749980598062178), ('radius_worst', 0.7665268514051538), ('perimeter_mean', 0.7318590356528473)]",0.956140350877193,1.4697918891906738,0.9649122807017544,2.411687135696411
BreastCancer,LightGBM,Pearson,10,"['concave points_worst', 'concave points_mean', 'perimeter_worst', 'radius_worst', 'perimeter_mean', 'area_worst', 'radius_mean', 'area_mean', 'concavity_mean', 'concavity_worst', 'diagnosis']","[('concave points_worst', 0.7888853914627907), ('concave points_mean', 0.778114698615851), ('perimeter_worst', 0.7749980598062178), ('radius_worst', 0.7665268514051538), ('perimeter_mean', 0.7318590356528473), ('area_worst', 0.7228752311922922), ('radius_mean', 0.7180732656880484), ('area_mean', 0.6951708957713856), ('concavity_mean', 0.6832620645441406), ('concavity_worst', 0.6499520381184466)]",0.956140350877193,1.356478214263916,0.9649122807017544,2.411687135696411
BreastCancer,LightGBM,Pearson,20,"['concave points_worst', 'concave points_mean', 'perimeter_worst', 'radius_worst', 'perimeter_mean', 'area_worst', 'radius_mean', 'area_mean', 'concavity_mean', 'concavity_worst', 'compactness_mean', 'compactness_worst', 'radius_se', 'perimeter_se', 'area_se', 'texture_worst', 'symmetry_worst', 'smoothness_worst', 'texture_mean', 'concave points_se', 'diagnosis']","[('concave points_worst', 0.7888853914627907), ('concave points_mean', 0.778114698615851), ('perimeter_worst', 0.7749980598062178), ('radius_worst', 0.7665268514051538), ('perimeter_mean', 0.7318590356528473), ('area_worst', 0.7228752311922922), ('radius_mean', 0.7180732656880484), ('area_mean', 0.6951708957713856), ('concavity_mean', 0.6832620645441406), ('concavity_worst', 0.6499520381184466), ('compactness_mean', 0.5905539470100213), ('compactness_worst', 0.588884403227335), ('radius_se', 0.5401257052136733), ('perimeter_se', 0.5292114183115062), ('area_se', 0.5170635536825078), ('texture_worst', 0.4674793354082312), ('symmetry_worst', 0.44032271309968035), ('smoothness_worst', 0.43036363704612485), ('texture_mean', 0.4162134438246227), ('concave points_se', 0.38023995130981525)]",0.9649122807017544,1.17704439163208,0.9649122807017544,2.411687135696411
BreastCancer,LightGBM,Pearson,30,"['concave points_worst', 'concave points_mean', 'perimeter_worst', 'radius_worst', 'perimeter_mean', 'area_worst', 'radius_mean', 'area_mean', 'concavity_mean', 'concavity_worst', 'compactness_mean', 'compactness_worst', 'radius_se', 'perimeter_se', 'area_se', 'texture_worst', 'symmetry_worst', 'smoothness_worst', 'texture_mean', 'concave points_se', 'smoothness_mean', 'symmetry_mean', 'fractal_dimension_worst', 'compactness_se', 'concavity_se', 'smoothness_se', 'id', 'fractal_dimension_se', 'fractal_dimension_mean', 'symmetry_se', 'diagnosis']","[('concave points_worst', 0.7888853914627907), ('concave points_mean', 0.778114698615851), ('perimeter_worst', 0.7749980598062178), ('radius_worst', 0.7665268514051538), ('perimeter_mean', 0.7318590356528473), ('area_worst', 0.7228752311922922), ('radius_mean', 0.7180732656880484), ('area_mean', 0.6951708957713856), ('concavity_mean', 0.6832620645441406), ('concavity_worst', 0.6499520381184466), ('compactness_mean', 0.5905539470100213), ('compactness_worst', 0.588884403227335), ('radius_se', 0.5401257052136733), ('perimeter_se', 0.5292114183115062), ('area_se', 0.5170635536825078), ('texture_worst', 0.4674793354082312), ('symmetry_worst', 0.44032271309968035), ('smoothness_worst', 0.43036363704612485), ('texture_mean', 0.4162134438246227), ('concave points_se', 0.38023995130981525), ('smoothness_mean', 0.3751366314846802), ('symmetry_mean', 0.34812295014973677), ('fractal_dimension_worst', 0.31299393743933285), ('compactness_se', 0.25437035274165104), ('concavity_se', 0.21604692214032054), ('smoothness_se', 0.058123458381260075), ('id', 0.0534021206736366), ('fractal_dimension_se', 0.0417267556208887), ('fractal_dimension_mean', 0.01430798156353597), ('symmetry_se', 0.004722682544280955)]",0.9649122807017544,1.1550514698028564,0.9649122807017544,2.411687135696411
BreastCancer,LightGBM,Spearman,5,"['perimeter_worst', 'radius_worst', 'area_worst', 'concave points_worst', 'concave points_mean', 'diagnosis']","[('perimeter_worst', 0.787333958057525), ('radius_worst', 0.7778819316461849), ('area_worst', 0.7767538510528734), ('concave points_worst', 0.7766358611131967), ('concave points_mean', 0.7743490052008075)]",0.9298245614035088,1.1783745288848877,0.9649122807017544,2.411687135696411
BreastCancer,LightGBM,Spearman,10,"['perimeter_worst', 'radius_worst', 'area_worst', 'concave points_worst', 'concave points_mean', 'perimeter_mean', 'concavity_mean', 'area_mean', 'radius_mean', 'concavity_worst', 'diagnosis']","[('perimeter_worst', 0.787333958057525), ('radius_worst', 0.7778819316461849), ('area_worst', 0.7767538510528734), ('concave points_worst', 0.7766358611131967), ('concave points_mean', 0.7743490052008075), ('perimeter_mean', 0.7346786623708862), ('concavity_mean', 0.723182741912066), ('area_mean', 0.7195450799520381), ('radius_mean', 0.7185249553547947), ('concavity_worst', 0.6975565174538524)]",0.956140350877193,1.2643404006958008,0.9649122807017544,2.411687135696411
BreastCancer,LightGBM,Spearman,20,"['perimeter_worst', 'radius_worst', 'area_worst', 'concave points_worst', 'concave points_mean', 'perimeter_mean', 'concavity_mean', 'area_mean', 'radius_mean', 'concavity_worst', 'area_se', 'perimeter_se', 'compactness_mean', 'compactness_worst', 'radius_se', 'texture_worst', 'texture_mean', 'concave points_se', 'concavity_se', 'smoothness_worst', 'diagnosis']","[('perimeter_worst', 0.787333958057525), ('radius_worst', 0.7778819316461849), ('area_worst', 0.7767538510528734), ('concave points_worst', 0.7766358611131967), ('concave points_mean', 0.7743490052008075), ('perimeter_mean', 0.7346786623708862), ('concavity_mean', 0.723182741912066), ('area_mean', 0.7195450799520381), ('radius_mean', 0.7185249553547947), ('concavity_worst', 0.6975565174538524), ('area_se', 0.693174536277412), ('perimeter_se', 0.6071700967681688), ('compactness_mean', 0.6010926809735058), ('compactness_worst', 0.5987898719171887), ('radius_se', 0.5893356165500159), ('texture_worst', 0.49138473701998614), ('texture_mean', 0.46761147076123655), ('concave points_se', 0.46709270220352905), ('concavity_se', 0.4491020627040441), ('smoothness_worst', 0.4370515102528195)]",0.9649122807017544,1.1157681941986084,0.9649122807017544,2.411687135696411
BreastCancer,LightGBM,Spearman,30,"['perimeter_worst', 'radius_worst', 'area_worst', 'concave points_worst', 'concave points_mean', 'perimeter_mean', 'concavity_mean', 'area_mean', 'radius_mean', 'concavity_worst', 'area_se', 'perimeter_se', 'compactness_mean', 'compactness_worst', 'radius_se', 'texture_worst', 'texture_mean', 'concave points_se', 'concavity_se', 'smoothness_worst', 'symmetry_worst', 'smoothness_mean', 'compactness_se', 'symmetry_mean', 'fractal_dimension_worst', 'fractal_dimension_se', 'id', 'symmetry_se', 'smoothness_se', 'texture_se', 'diagnosis']","[('perimeter_worst', 0.787333958057525), ('radius_worst', 0.7778819316461849), ('area_worst', 0.7767538510528734), ('concave points_worst', 0.7766358611131967), ('concave points_mean', 0.7743490052008075), ('perimeter_mean', 0.7346786623708862), ('concavity_mean', 0.723182741912066), ('area_mean', 0.7195450799520381), ('radius_mean', 0.7185249553547947), ('concavity_worst', 0.6975565174538524), ('area_se', 0.693174536277412), ('perimeter_se', 0.6071700967681688), ('compactness_mean', 0.6010926809735058), ('compactness_worst', 0.5987898719171887), ('radius_se', 0.5893356165500159), ('texture_worst', 0.49138473701998614), ('texture_mean', 0.46761147076123655), ('concave points_se', 0.46709270220352905), ('concavity_se', 0.4491020627040441), ('smoothness_worst', 0.4370515102528195), ('symmetry_worst', 0.42465239408016003), ('smoothness_mean', 0.38789299316116627), ('compactness_se', 0.35757344627378), ('symmetry_mean', 0.35513342434571765), ('fractal_dimension_worst', 0.3055417092039965), ('fractal_dimension_se', 0.1796957698714831), ('id', 0.09000366321297161), ('symmetry_se', 0.08591747681763309), ('smoothness_se', 0.04707965187029663), ('texture_se', 0.028396728686207774)]",0.9649122807017544,1.103273868560791,0.9649122807017544,2.411687135696411
BreastCancer,LightGBM,SU,5,"['id', 'smoothness_se', 'radius_se', 'concavity_mean', 'concave points_mean', 'diagnosis']","[('id', 0.19460493691309222), ('smoothness_se', 0.19449278742009846), ('radius_se', 0.19446782597919807), ('concavity_mean', 0.1944678259791977), ('concave points_mean', 0.19400098070391159)]",0.9298245614035088,1.25370454788208,0.9649122807017544,2.411687135696411
BreastCancer,LightGBM,SU,10,"['id', 'smoothness_se', 'radius_se', 'concavity_mean', 'concave points_mean', 'perimeter_mean', 'area_mean', 'concavity_worst', 'concave points_worst', 'area_worst', 'diagnosis']","[('id', 0.19460493691309222), ('smoothness_se', 0.19449278742009846), ('radius_se', 0.19446782597919807), ('concavity_mean', 0.1944678259791977), ('concave points_mean', 0.19400098070391159), ('perimeter_mean', 0.19377506925898694), ('area_mean', 0.19312553594895834), ('concavity_worst', 0.19303782778049608), ('concave points_worst', 0.19272807658863111), ('area_worst', 0.19248034255800625)]",0.9473684210526315,1.2678935527801514,0.9649122807017544,2.411687135696411
