font,fontVariant,m_label,strength,italic,orientation,m_top,m_left,originalH,originalW,h,w,r0c0,r0c1,r0c2,r0c3,r0c4,r0c5,r0c6,r0c7,r0c8,r0c9,r0c10,r0c11,r0c12,r0c13,r0c14,r0c15,r0c16,r0c17,r0c18,r0c19,r1c0,r1c1,r1c2,r1c3,r1c4,r1c5,r1c6,r1c7,r1c8,r1c9,r1c10,r1c11,r1c12,r1c13,r1c14,r1c15,r1c16,r1c17,r1c18,r1c19,r2c0,r2c1,r2c2,r2c3,r2c4,r2c5,r2c6,r2c7,r2c8,r2c9,r2c10,r2c11,r2c12,r2c13,r2c14,r2c15,r2c16,r2c17,r2c18,r2c19,r3c0,r3c1,r3c2,r3c3,r3c4,r3c5,r3c6,r3c7,r3c8,r3c9,r3c10,r3c11,r3c12,r3c13,r3c14,r3c15,r3c16,r3c17,r3c18,r3c19,r4c0,r4c1,r4c2,r4c3,r4c4,r4c5,r4c6,r4c7,r4c8,r4c9,r4c10,r4c11,r4c12,r4c13,r4c14,r4c15,r4c16,r4c17,r4c18,r4c19,r5c0,r5c1,r5c2,r5c3,r5c4,r5c5,r5c6,r5c7,r5c8,r5c9,r5c10,r5c11,r5c12,r5c13,r5c14,r5c15,r5c16,r5c17,r5c18,r5c19,r6c0,r6c1,r6c2,r6c3,r6c4,r6c5,r6c6,r6c7,r6c8,r6c9,r6c10,r6c11,r6c12,r6c13,r6c14,r6c15,r6c16,r6c17,r6c18,r6c19,r7c0,r7c1,r7c2,r7c3,r7c4,r7c5,r7c6,r7c7,r7c8,r7c9,r7c10,r7c11,r7c12,r7c13,r7c14,r7c15,r7c16,r7c17,r7c18,r7c19,r8c0,r8c1,r8c2,r8c3,r8c4,r8c5,r8c6,r8c7,r8c8,r8c9,r8c10,r8c11,r8c12,r8c13,r8c14,r8c15,r8c16,r8c17,r8c18,r8c19,r9c0,r9c1,r9c2,r9c3,r9c4,r9c5,r9c6,r9c7,r9c8,r9c9,r9c10,r9c11,r9c12,r9c13,r9c14,r9c15,r9c16,r9c17,r9c18,r9c19,r10c0,r10c1,r10c2,r10c3,r10c4,r10c5,r10c6,r10c7,r10c8,r10c9,r10c10,r10c11,r10c12,r10c13,r10c14,r10c15,r10c16,r10c17,r10c18,r10c19,r11c0,r11c1,r11c2,r11c3,r11c4,r11c5,r11c6,r11c7,r11c8,r11c9,r11c10,r11c11,r11c12,r11c13,r11c14,r11c15,r11c16,r11c17,r11c18,r11c19,r12c0,r12c1,r12c2,r12c3,r12c4,r12c5,r12c6,r12c7,r12c8,r12c9,r12c10,r12c11,r12c12,r12c13,r12c14,r12c15,r12c16,r12c17,r12c18,r12c19,r13c0,r13c1,r13c2,r13c3,r13c4,r13c5,r13c6,r13c7,r13c8,r13c9,r13c10,r13c11,r13c12,r13c13,r13c14,r13c15,r13c16,r13c17,r13c18,r13c19,r14c0,r14c1,r14c2,r14c3,r14c4,r14c5,r14c6,r14c7,r14c8,r14c9,r14c10,r14c11,r14c12,r14c13,r14c14,r14c15,r14c16,r14c17,r14c18,r14c19,r15c0,r15c1,r15c2,r15c3,r15c4,r15c5,r15c6,r15c7,r15c8,r15c9,r15c10,r15c11,r15c12,r15c13,r15c14,r15c15,r15c16,r15c17,r15c18,r15c19,r16c0,r16c1,r16c2,r16c3,r16c4,r16c5,r16c6,r16c7,r16c8,r16c9,r16c10,r16c11,r16c12,r16c13,r16c14,r16c15,r16c16,r16c17,r16c18,r16c19,r17c0,r17c1,r17c2,r17c3,r17c4,r17c5,r17c6,r17c7,r17c8,r17c9,r17c10,r17c11,r17c12,r17c13,r17c14,r17c15,r17c16,r17c17,r17c18,r17c19,r18c0,r18c1,r18c2,r18c3,r18c4,r18c5,r18c6,r18c7,r18c8,r18c9,r18c10,r18c11,r18c12,r18c13,r18c14,r18c15,r18c16,r18c17,r18c18,r18c19,r19c0,r19c1,r19c2,r19c3,r19c4,r19c5,r19c6,r19c7,r19c8,r19c9,r19c10,r19c11,r19c12,r19c13,r19c14,r19c15,r19c16,r19c17,r19c18,r19c19
HARLOW,HARLOW SOLID ITALIC,61442,0.400000,0,0.000000,34,15,67,53,20,20,1,1,1,1,1,1,1,1,1,6,122,202,255,255,255,244,43,172,255,198,1,1,1,1,1,1,1,1,18,178,255,255,255,255,255,196,111,255,255,207,1,1,1,1,1,1,1,1,141,255,255,207,58,23,23,15,207,255,255,99,1,1,1,1,1,1,1,26,234,255,245,24,1,1,1,79,255,255,210,1,1,1,1,1,1,1,1,138,255,255,162,1,1,1,1,214,255,255,75,1,1,1,1,1,7,8,40,239,255,241,48,8,7,1,99,254,255,190,3,1,1,1,1,84,245,255,255,255,255,255,255,255,244,46,232,255,253,52,1,1,1,1,1,131,255,255,255,255,255,255,255,255,186,138,255,255,199,1,1,1,1,1,1,4,17,162,255,255,146,16,16,16,17,221,255,242,44,1,1,1,1,1,1,1,39,255,255,241,20,1,1,1,116,255,255,174,1,1,1,1,1,1,1,1,174,255,255,130,1,1,1,20,227,255,255,39,1,1,1,1,1,1,1,44,242,255,221,15,1,1,1,112,255,255,234,169,167,68,1,1,1,1,1,170,255,255,114,1,1,1,1,158,255,255,255,255,255,172,1,1,1,1,52,253,255,232,8,1,1,1,1,11,105,111,111,111,81,13,1,1,1,3,190,255,255,104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,75,255,255,220,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,182,255,255,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,255,255,207,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,207,255,255,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,227,247,152,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HARLOW,HARLOW SOLID ITALIC,61441,0.400000,0,0.000000,34,15,67,48,20,20,1,1,1,1,1,1,1,1,1,1,5,110,186,255,255,255,255,203,1,1,1,1,1,1,1,1,1,1,1,23,183,255,255,255,255,255,238,154,1,1,1,1,1,1,1,1,1,1,1,172,255,255,241,80,23,23,16,1,1,1,1,1,1,1,1,1,1,1,59,243,255,255,52,1,1,1,49,177,183,88,1,1,1,1,1,1,1,5,190,255,255,186,4,1,1,1,192,255,255,255,1,1,1,1,4,8,8,92,255,255,243,59,8,8,2,1,46,172,172,77,1,1,1,28,203,255,255,255,255,255,255,255,255,255,121,78,238,250,140,1,1,1,1,49,245,255,255,255,255,255,255,255,255,215,107,238,255,255,135,1,1,1,1,1,13,48,236,255,255,119,16,16,16,6,143,255,255,237,31,1,1,1,1,1,1,165,255,255,208,11,1,1,1,64,245,255,255,80,1,1,1,1,1,1,59,255,255,250,80,1,1,1,6,192,255,255,209,10,1,1,1,1,1,4,179,255,255,164,1,1,1,1,92,255,255,255,195,168,168,66,1,1,1,82,255,255,242,44,1,1,1,1,111,255,255,255,255,255,255,132,1,1,13,219,255,255,142,1,1,1,1,1,3,54,111,111,111,111,60,6,1,1,133,255,255,227,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,244,255,255,112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,147,255,255,194,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,84,255,255,250,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,202,255,255,171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,224,255,179,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HARLOW,HARLOW SOLID ITALIC,9674,0.400000,0,0.000000,32,25,48,35,20,20,1,1,1,1,1,1,1,1,1,158,98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,131,246,246,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,82,255,207,219,243,82,4,1,1,1,1,1,1,1,1,1,1,1,1,134,255,228,28,76,228,255,73,1,1,1,1,1,1,1,1,1,1,1,122,243,255,25,1,1,86,255,243,61,1,1,1,1,1,1,1,1,1,89,240,210,46,1,1,1,1,46,234,240,64,1,1,1,1,1,1,1,110,255,231,49,1,1,1,1,1,1,86,231,219,49,1,1,1,1,1,107,246,246,46,1,1,1,1,1,1,1,1,107,246,246,46,1,1,1,86,231,219,49,1,1,1,1,1,1,1,1,1,1,49,255,231,49,1,92,249,240,64,1,1,1,1,1,1,1,1,1,1,1,1,89,240,210,46,171,255,158,1,1,1,1,1,1,1,1,1,1,1,1,1,19,225,249,152,28,180,246,131,1,1,1,1,1,1,1,1,1,1,1,1,219,255,171,1,1,37,207,255,143,4,1,1,1,1,1,1,1,1,19,189,255,177,7,1,1,1,13,183,255,152,19,1,1,1,1,1,1,19,152,255,146,13,1,1,1,1,1,25,195,255,134,1,1,1,1,1,1,195,255,195,1,1,1,1,1,1,1,1,46,210,255,134,1,1,1,25,195,255,134,1,1,1,1,1,1,1,1,1,1,19,201,255,146,13,13,183,255,152,19,1,1,1,1,1,1,1,1,1,1,1,31,189,255,116,177,255,189,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,219,255,255,158,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,225,164,19,1,1,1,1,1,1,1,1
HARLOW,HARLOW SOLID ITALIC,8805,0.400000,0,0.000000,35,22,44,29,20,20,255,184,140,76,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,240,163,71,28,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,255,227,182,70,24,1,1,1,1,1,1,1,1,1,83,163,249,255,255,255,255,255,255,255,225,177,93,10,1,1,1,1,1,1,1,1,22,88,160,255,255,255,255,255,255,255,255,235,172,100,1,1,1,1,1,1,1,1,1,1,92,164,233,255,255,255,255,255,255,255,255,168,96,24,1,1,1,1,1,1,1,1,4,93,169,209,236,255,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,41,156,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,32,93,205,209,251,255,255,255,255,255,255,1,1,1,1,1,1,12,116,200,240,255,255,255,255,255,255,255,255,212,140,1,1,6,24,124,196,255,255,255,255,255,255,255,251,232,136,116,28,1,1,83,163,185,255,255,255,255,255,255,255,255,211,141,74,1,1,1,1,1,1,255,255,255,255,255,255,255,255,205,146,70,3,1,1,1,1,1,1,1,1,255,255,255,255,240,163,151,47,13,1,1,1,1,1,1,1,1,1,1,1,255,255,148,76,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
HARLOW,HARLOW SOLID ITALIC,8804,0.400000,0,0.000000,35,22,44,29,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,76,140,184,255,1,1,1,1,1,1,1,1,1,1,1,1,28,71,163,240,255,255,255,255,1,1,1,1,1,1,1,1,1,24,70,182,227,255,255,255,255,255,255,255,1,1,1,1,1,1,10,93,177,225,255,255,255,255,255,255,255,249,163,83,1,1,1,1,100,172,235,255,255,255,255,255,255,255,255,160,88,22,1,1,24,96,168,255,255,255,255,255,255,255,255,233,164,92,1,1,1,1,1,1,255,255,255,255,255,255,255,236,209,169,93,4,1,1,1,1,1,1,1,1,255,255,255,255,255,255,156,41,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,251,209,125,93,32,1,1,1,1,1,1,1,1,1,140,212,255,255,255,255,255,255,255,255,240,200,116,12,1,1,1,1,1,1,1,1,28,116,136,232,251,255,255,255,255,255,255,255,196,124,24,6,1,1,1,1,1,1,1,1,74,141,211,255,255,255,255,255,255,255,255,185,163,83,1,1,1,1,1,1,1,1,3,70,146,205,255,255,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,13,47,151,163,240,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,76,148,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,80,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
HARLOW,HARLOW SOLID ITALIC,8800,0.400000,0,0.000000,45,24,28,34,20,20,1,1,1,1,1,1,1,1,1,1,1,1,58,255,255,118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,217,255,255,226,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,189,255,255,255,226,1,1,1,1,1,1,1,1,97,110,110,110,110,110,110,230,255,255,255,238,110,110,91,1,1,1,1,86,247,255,255,255,255,255,255,255,255,255,255,255,255,255,243,183,1,1,16,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1,1,16,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1,1,13,236,255,255,255,255,255,255,255,255,255,255,255,255,255,255,228,112,1,1,1,69,146,146,146,146,230,255,255,255,249,146,146,146,146,146,35,1,1,1,1,1,1,1,1,65,238,255,255,255,241,1,1,1,1,1,1,1,1,1,1,1,1,1,1,241,255,255,255,238,65,1,1,1,1,1,1,1,1,35,146,146,146,146,146,249,255,255,255,230,146,146,146,146,69,1,1,1,112,228,255,255,255,255,255,255,255,255,255,255,255,255,255,255,236,13,1,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,16,1,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,16,1,1,213,255,255,255,255,255,255,255,255,255,255,255,255,255,255,247,86,1,1,1,46,110,110,110,238,255,255,255,230,110,110,110,110,110,110,97,1,1,1,1,1,1,1,1,226,255,255,255,189,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,226,255,255,217,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,65,202,255,58,1,1,1,1,1,1,1,1,1,1,1,1
HARLOW,HARLOW SOLID ITALIC,8776,0.400000,0,0.000000,43,21,26,32,20,20,1,1,1,101,255,255,255,157,45,1,1,1,1,1,1,1,32,157,8,1,1,15,118,238,255,255,255,255,221,118,1,1,1,1,1,1,106,255,135,45,1,32,255,255,255,255,255,255,255,255,177,45,1,1,1,1,192,255,255,206,15,189,255,255,255,255,255,255,255,255,255,241,138,40,40,236,251,255,255,108,96,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,231,59,194,255,255,255,157,99,118,255,255,255,255,255,255,255,255,255,255,255,192,1,255,255,255,189,15,1,5,40,211,248,255,255,255,255,255,255,255,246,54,1,206,255,255,32,1,1,1,1,1,111,206,255,255,255,255,255,246,89,1,1,45,221,187,15,1,1,1,1,1,1,45,135,255,255,255,204,103,1,1,1,1,45,30,1,1,1,1,1,1,1,1,8,59,59,59,37,1,1,1,1,1,1,1,15,59,59,59,30,1,1,1,1,1,1,1,1,8,59,8,1,1,1,59,153,255,255,255,187,118,45,1,1,1,1,1,1,106,255,106,1,1,23,216,255,255,255,255,255,255,206,111,1,1,1,1,1,192,255,236,177,1,179,255,255,255,255,255,255,255,255,248,236,138,40,40,113,251,255,255,231,37,216,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,231,59,96,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,192,1,231,255,255,251,113,40,64,236,241,255,255,255,255,255,255,255,255,246,54,1,255,255,255,143,1,1,1,1,45,177,255,255,255,255,255,255,246,89,1,1,118,221,255,32,1,1,1,1,1,1,118,135,255,255,255,204,103,1,1,1,1,69,157,8,1,1,1,1,1,1,1,8,59,59,59,37,1,1,1,1
HARLOW,HARLOW SOLID ITALIC,8747,0.400000,0,0.000000,28,24,68,27,20,20,1,1,1,1,1,1,1,1,4,58,153,181,211,255,255,255,255,255,219,181,1,1,1,1,1,1,1,81,204,255,255,255,255,255,255,255,255,255,255,100,1,1,1,1,1,1,56,219,255,255,255,255,255,196,82,16,16,32,91,24,1,1,1,1,1,1,86,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,1,1,86,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,1,1,86,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,1,1,86,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,1,1,86,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,1,1,86,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,1,1,86,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,1,1,86,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,1,1,86,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,1,1,86,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,1,1,86,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,1,1,86,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,1,1,86,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,1,1,86,255,255,255,255,255,255,86,1,1,1,1,1,1,24,91,32,16,16,82,196,255,255,255,255,255,219,56,1,1,1,1,1,1,100,255,255,255,255,255,255,255,255,255,255,204,81,1,1,1,1,1,1,1,181,219,255,255,255,255,255,211,181,153,58,4,1,1,1,1,1,1,1,1
HARLOW,HARLOW SOLID ITALIC,8734,0.400000,0,0.000000,45,21,22,43,20,20,1,1,16,196,255,255,142,11,1,1,1,1,22,250,255,255,196,16,1,1,1,7,188,255,255,255,255,139,18,1,1,18,236,255,255,255,255,188,7,1,1,68,255,255,255,255,255,255,128,1,22,139,255,255,255,255,255,255,68,1,7,191,255,255,255,255,255,255,229,29,121,255,255,255,255,255,255,255,191,7,72,255,255,255,255,255,255,255,255,158,223,255,255,255,255,255,255,255,255,72,137,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,137,212,255,255,255,123,93,248,255,255,255,255,255,255,172,93,123,255,255,255,212,255,255,255,204,13,1,71,255,255,255,255,255,255,39,1,13,204,255,255,255,255,255,255,87,1,1,2,163,255,255,255,255,163,2,1,1,87,255,255,255,255,255,255,66,1,1,1,35,255,255,255,255,35,1,1,1,66,255,255,255,255,255,255,66,1,1,1,35,255,255,255,255,35,1,1,1,66,255,255,255,255,255,255,87,1,1,2,163,255,255,255,255,163,2,1,1,87,255,255,255,255,255,255,204,13,1,39,255,255,255,255,255,255,39,1,13,204,255,255,255,212,255,255,255,123,93,172,255,255,255,255,255,255,172,93,123,255,255,255,212,137,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,137,72,255,255,255,255,255,255,255,255,223,223,255,255,255,255,255,255,255,255,72,7,191,255,255,255,255,255,255,255,121,121,255,255,255,255,255,255,255,191,7,1,68,255,255,255,255,255,255,139,22,22,139,255,255,255,255,255,255,68,1,1,7,188,255,255,255,255,236,18,1,1,18,236,255,255,255,255,188,7,1,1,1,16,196,255,255,142,22,1,1,1,1,22,250,255,255,196,16,1,1
HARLOW,HARLOW SOLID ITALIC,8730,0.400000,0,0.000000,23,20,56,45,20,20,1,1,1,1,1,1,1,1,1,1,1,227,255,255,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,19,233,255,255,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,86,255,255,255,197,128,128,128,128,128,1,1,1,1,1,1,1,1,1,1,175,255,255,255,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,219,255,255,235,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,57,255,255,255,199,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,162,255,255,255,94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,183,255,255,241,43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,255,255,255,219,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,110,255,255,255,114,1,1,1,1,1,1,1,73,73,73,73,73,57,1,1,175,255,255,255,81,1,1,1,1,1,1,1,255,255,255,255,255,251,53,1,255,255,255,255,1,1,1,1,1,1,1,1,255,255,255,255,255,255,73,57,255,255,255,158,1,1,1,1,1,1,1,1,55,55,86,243,255,255,171,114,255,255,255,94,1,1,1,1,1,1,1,1,1,1,1,227,255,255,171,114,255,255,255,29,1,1,1,1,1,1,1,1,1,1,1,154,255,255,171,187,255,255,171,1,1,1,1,1,1,1,1,1,1,1,1,90,255,255,249,253,255,255,146,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,57,1,1,1,1,1,1,1,1,1,1,1,1,1,207,255,255,255,255,211,13,1,1,1,1,1,1,1,1,1,1,1,1,1,142,255,255,255,255,158,1,1,1,1,1,1,1,1,1,1
